clase,area,perimetro,color_r,color_g,color_b,aspect_ratio,extent,solidity,circularity,hu1,hu2,hu3,hu4,hu5,hu6,hu7,entropy,contrast,homogeneity
0,1832039.0,5568.0,249.84496291516388,246.25053581922728,251.0915876381319,0.6216530849825378,0.9984821432464367,1.0,0.7425849197138915,0.18588478010930262,0.006775373698506015,1.1025096297629273e-31,3.454214719858099e-32,2.1166106420450784e-63,2.8354662132039305e-33,2.527376491781247e-64,5.9009714,7683.886104384894,0.0001301255459634481
0,2437630.0,6622.0,249.12095297144364,245.64879667044377,250.84100228764459,0.501132759401903,0.9986431467851346,1.0,0.6985528957792584,0.20810722573428556,0.01553083962504312,1.2208811377444029e-32,1.4750422667915647e-32,1.8510299908847108e-64,1.430998217500675e-33,7.013484062011625e-65,5.842394,6803.166362693729,0.00014696877570231925
0,1454334.0,4838.0,251.7064178959112,247.3420096155549,252.2300937649413,0.8580199539524175,0.998338772366508,1.0,0.7808044742703456,0.16862775905213884,0.000657543345168425,0.0,0.0,0.0,0.0,0.0,5.423212,7640.4287041082835,0.0001308655800795952
0,1465962.0,5014.0,250.99375568274448,247.10954635423562,252.20764679944548,0.5889803673210893,0.9982920999407546,1.0,0.7327636506321272,0.19061004537179907,0.008554411618861524,0.0,0.0,0.0,0.0,0.0,5.505685,6986.441421357692,0.00014311390102583434
0,1843968.0,5642.0,250.28229740613315,246.22613282560542,250.91857620664476,0.5744562186279978,0.998471943209569,1.0,0.7279425077421269,0.19297627905328799,0.009462066499474698,0.0,0.0,0.0,0.0,0.0,5.894414,7065.726798849279,0.0001415082298303702
0,1193348.0,4488.0,250.54918239189232,246.43060434606895,251.18272608574006,0.6287164612037709,0.9981222707058338,1.0,0.7445112714865056,0.18497258692909913,0.006437080137465383,6.078012030076545e-33,4.262174411132514e-33,1.7308739716258885e-65,-2.4078860578241827e-34,1.3077120808668007e-65,5.770978,7377.887836403053,0.00013552177810138182
0,1623468.0,5242.0,249.44740262248447,245.69583088133382,250.52045024391242,0.6211372064276885,0.9983875431249193,1.0,0.7424369253266822,0.18595505629512457,0.00680150518394518,0.0,0.0,0.0,0.0,0.0,5.9803076,7406.099569298388,0.0001350056105827023
0,2218405.0,6092.0,251.03176823420904,246.56772269918736,251.11594310391015,0.6547231270358306,0.9986283745946345,1.0,0.7511573309373223,0.18186136736378908,0.005295779161649287,3.98415674466469e-32,1.1923388797901626e-32,2.7147930598882974e-65,-1.9046855699940389e-34,2.5845506514076723e-64,5.9587064,7714.435815690562,0.00012961030638947724
0,2566646.5,6672.24264061451,248.011464105423,244.36902737546293,249.55308688319766,0.5659314875645237,0.9987005765790163,0.9999986363547815,0.724489773335174,0.1944466457446528,0.010031777857915281,2.1940384373054359e-13,2.0494575248995898e-14,3.591584792035144e-28,-1.2174993858337237e-15,1.3265355495739852e-27,5.895835,6927.412770472857,0.00014433320200865442
0,2570915.0,6696.0,249.5823466283646,244.68865707783462,249.4582684631366,0.5538033395176253,0.9986990456301296,1.0,0.720554263481167,0.1966638985212139,0.01089891120378455,1.1303288301004346e-32,1.547681013522133e-32,-4.6539478900270234e-65,1.58669859788796e-33,1.9934258928562797e-64,6.081809,7002.534177308877,0.00014278505318642598
0,1401426.0,4790.0,250.27439725039034,246.15153902045793,251.09240866977072,0.73821609862219,0.9982932309081921,1.0,0.767554120867627,0.17441597582272153,0.002643154844414401,0.0,0.0,0.0,0.0,0.0,5.7719316,7508.088140547274,0.0001331719619324003
0,1044820.0,4136.0,250.95571869293292,246.82275766414276,251.73353997943298,0.7380352644836272,0.9980236682207951,1.0,0.7675210250711046,0.17443068343510523,0.0026482855458601243,4.166693929718299e-33,2.205896786321452e-33,6.163575467077525e-66,-6.811124886981404e-35,2.595189670348432e-66,5.79828,7044.279694199089,0.00014193900645610643
0,2135980.0,6178.0,247.2453262305319,243.53603159429656,248.74398524751265,0.5114914425427873,0.9985554469933196,1.0,0.703252424350896,0.2056027756189976,0.014494723564458117,2.725749338181792e-32,2.708178028991257e-32,6.649090677879924e-64,2.4989117026163518e-33,3.1511117534678065e-64,5.982192,6660.727168715705,0.00015011122111036363
0,2582762.0,6654.0,250.7446388412834,245.3909575403262,250.25547199752944,0.5897803247373448,0.9987131151661388,1.0,0.7330416633055358,0.19047454495097363,0.008502774496502713,7.069707234251853e-33,2.7191181670199432e-33,8.576580183212761e-66,-1.5043873139877247e-34,8.280836038964044e-66,6.0637,7008.190629663215,0.0001426698249249998
0,2081460.0,5944.0,250.0598277462711,245.89159755996224,250.95907209226897,0.6136733586543679,0.9985737128514085,1.0,0.7403214484517011,0.18696267683901363,0.00717726475303167,0.0,0.0,0.0,0.0,0.0,5.933975,7102.0931469987045,0.00014078373735286487
0,1178520.0,4486.0,249.91668781555384,245.74719267183596,250.74305296378017,0.5990028490028491,0.9980995355549458,1.0,0.7359160632521454,0.18907959418027134,0.007973315157598311,0.0,0.0,0.0,0.0,0.0,5.621854,7012.054483395659,0.0001425912207537576
0,2580130.0,6602.0,249.2492204532295,245.7072028441044,250.39682559082846,0.6262924667651403,0.9987218552684956,1.0,0.7438757694538538,0.18527299658027563,0.006548305484057057,3.962872334390149e-33,2.0360964752556281e-32,1.4649308175137223e-64,5.63957952976807e-34,1.0950101101211554e-64,5.985507,6593.30880409115,0.00015164591615418342
0,2404264.0,6418.0,247.127946087209,244.90090015970574,249.86648276307088,0.591179385530228,0.998666652267065,1.0,0.7334872890013209,0.1902575660021805,0.008420163643296308,7.244952375867908e-33,1.930366505516483e-32,2.280795302565893e-64,1.4500831082626362e-33,-9.684082512838197e-66,6.0528727,7389.000386707251,0.00013531799021265927
0,1660616.0,5316.0,248.58912928351754,244.7057458028215,249.78217532491945,0.6072507552870091,0.9984013467406172,1.0,0.7384296687192841,0.18786863830450057,0.007516847480609507,1.633618604919007e-32,2.1749360124661338e-32,3.653795444434512e-64,1.7649816815057997e-33,1.8592406791024237e-64,5.933545,7588.891812540803,0.00013175418368252585
0,1343991.0,4816.0,249.84123298231714,245.97973135750652,250.79583063423826,0.5751633986928104,0.9982107843137255,1.0,0.7281708142174893,0.19286351867931653,0.009418559059589307,8.017163520633825e-33,8.907959467370918e-34,-2.3805522561696955e-66,-8.645108832777998e-35,-0.0,5.812808,7453.9876366764365,0.00013413838476140216
0,1604264.0,5190.0,250.28866424628507,246.4056399839841,251.0622944587658,0.6436708860759494,0.9983844267702227,1.0,0.7484296534121236,0.18313158973003604,0.0057594013792724805,5.973573479604514e-33,3.4646726181706177e-32,4.957779494445146e-64,2.4061828202875366e-33,5.141813863849355e-65,5.7830563,8278.744866264551,0.00012077666838195162
0,2910150.0,7070.0,250.1916279322472,250.39497196703053,253.34518758650378,0.5853877185118781,0.9987864169303076,1.0,0.7316214185359448,0.1911678378548643,0.008767364452325909,2.994354009048876e-33,5.988708018097752e-34,3.5864623726028315e-67,-0.0,7.172924745205662e-67,5.822344,7157.317163378917,0.00013969763803088788
0,1302464.0,4740.0,250.9933426754991,247.14500755670278,251.84032872688468,0.5760797342192691,0.9981829120156954,1.0,0.7284821403203148,0.19270986888441186,0.009359315787669447,3.924356579841639e-33,2.7519346970673747e-33,7.215713153314444e-66,-1.8746510141693826e-34,5.451624680562415e-66,5.698246,7797.883849714649,0.00012822347649613845
0,2005968.0,5842.0,250.94318264943647,246.89807828521165,251.23695558699634,0.6078107810781078,0.9985454654062691,1.0,0.7386024764345276,0.18778568917018287,0.007485687279342756,6.764918330839995e-33,7.51657592315555e-34,1.429196518642177e-66,-1.8209328047313942e-35,9.112144786788831e-67,5.8985195,7131.490606641773,0.00014020347942257367
0,875784.0,3862.0,251.06517734370584,246.8771647610616,251.6603646706474,0.6054817275747508,0.9977988324241555,1.0,0.7378742109058434,0.1881355258069722,0.007617198292888122,0.0,0.0,0.0,0.0,0.0,5.556286,7725.507949337042,0.00012942457401934117
0,829456.0,3710.0,252.12147127276046,247.92774882489846,252.61264089809703,0.6820652173913043,0.9977673845680082,1.0,0.7572781005880445,0.17904435758698065,0.004279104205956836,1.943225981826439e-34,4.858064954566099e-33,-1.3216445257558655e-66,1.9067378994441899e-34,4.5313526597343955e-66,5.161166,6476.791162902486,0.00015437360897444134
0,2121756.0,5920.0,250.9793502253454,247.66087623534773,252.1572683820786,0.6993689041881813,0.9986064026409164,1.0,0.7607849094126717,0.1774508158965184,0.0037110142845622955,0.0,0.0,0.0,0.0,0.0,5.745659,7532.385887687764,0.0001327424367885304
0,2973152.0,6996.0,248.52636912685594,245.18805313978157,250.1800449608894,0.7131669114047968,0.9988245178893999,1.0,0.7633564422834285,0.17629158101121858,0.003300943757657279,2.6902612346505707e-33,2.6902612346505707e-33,4.342503306398168e-66,-1.2365267133110606e-34,5.79000440853089e-66,6.0887003,7038.736045802765,0.0001420507805255313
0,3038774.0,7122.0,249.79695137672124,246.50635232160386,251.43248579197498,0.6618470149253731,0.9988291891493905,1.0,0.7528428450022416,0.18108105988358014,0.005012572470782986,1.6537682613538164e-32,1.6417079640969062e-32,2.3685135194544558e-64,1.1623214092284369e-33,1.3067660796990101e-64,5.6924095,7658.984549517689,0.00013054856619299122
0,2461140.0,6446.0,249.1279020174176,245.6128607627488,250.46140626519022,0.6279656739020697,0.998691751705511,1.0,0.7443300978930028,0.18505817764667323,0.006468751336129889,0.0,0.0,0.0,0.0,0.0,6.020292,7086.401757731383,0.00014109543019896355
0,3592908.0,7902.0,247.14093262403497,244.02847075106766,248.58073739052764,0.5606000789577577,0.9989012638801621,1.0,0.7230726089498917,0.1953984766656981,0.010402786905497587,0.0,0.0,0.0,0.0,0.0,6.063331,6071.35033042277,0.00016468088064516823
0,2047320.0,6028.0,248.09094269408513,244.332267879974,249.40319761005122,0.5224634023220596,0.9985295085924983,1.0,0.7080258364689022,0.2030929866036249,0.01346898342980239,0.0,0.0,0.0,0.0,0.0,6.0024867,7393.381562527835,0.00013523781421662817
0,1875443.0,5592.0,248.79381195989936,245.30484967838035,250.4947140569822,0.6654761904761904,0.9985108399352586,1.0,0.7536668405082064,0.18070086196523516,0.004875023737201209,7.155329184167004e-33,1.8603855878834206e-32,2.0354066248881774e-64,8.228621683077181e-34,6.814215125482963e-65,5.850418,7419.728764479163,0.00013475765409816682
0,2435256.0,6470.0,249.82733901374795,246.26711950922373,250.74682582431686,0.5836594911937377,0.9986729503315984,1.0,0.731048052880895,0.1914484897412565,0.008874746446430213,0.0,0.0,0.0,0.0,0.0,5.90762,7347.071833869164,0.00013609012304299222
0,849384.0,3762.0,251.54262590796745,247.73381618266237,252.28524929599055,0.6678476527900797,0.9977891751814356,1.0,0.7541823377954573,0.18046342996807097,0.0047892717780630804,0.0,0.0,0.0,0.0,0.0,5.6151,7760.463319151557,0.00012884168344034832
0,1157520.0,4436.0,251.32776920983397,247.42045996178265,251.93939511756804,0.6098622189992748,0.9980866384591706,1.0,0.7391886549152432,0.1875046075517774,0.007380200075368269,0.0,0.0,0.0,0.0,0.0,5.624623,7274.7531959268945,0.00013744281493218037
0,2495756.0,6570.0,250.6547826327937,246.1667929577855,250.90968482645857,0.570473005255614,0.9986850961288366,1.0,0.7265763353792223,0.19365251116962817,0.00972351730452521,1.3716027033163035e-33,2.0170627989945632e-33,-1.907332646689153e-66,-1.9094238744277022e-34,2.7600991201235516e-66,6.017741,7076.233474761451,0.00014129815040950114
0,959850.0,4010.0,251.3136275849905,247.23027646721636,252.04838661316637,0.6504934210526315,0.9979144487324506,1.0,0.7501091929896364,0.182348370405098,0.00547315041161705,0.0,0.0,0.0,0.0,0.0,5.4784355,7059.999496665192,0.00014162300967055522
0,2717324.0,6822.0,250.65759645486787,246.0194643265302,250.627929985952,0.5918843283582089,0.9987459275725392,1.0,0.7337157782010924,0.19014641487973705,0.00837788131383932,2.873951333655233e-33,1.3183262998418502e-34,3.6845265736519724e-68,-7.240045045540176e-36,-7.230014408675568e-68,5.951727,7462.740129937869,0.00013398108489722088
0,1063296.0,4220.0,250.7224248810649,246.7366862438208,251.76548325610946,0.6512900703674745,0.9980185975875886,1.0,0.7503072487570838,0.18225624222543235,0.005439560052357697,0.0,0.0,0.0,0.0,0.0,5.5273676,7134.09005866765,0.00014015240056924132
0,2083293.0,5892.0,250.6303047960158,245.98165510039215,251.0643762241837,0.667420814479638,0.99858741084439,1.0,0.7541100736630059,0.18049669441600386,0.0048012789173265125,6.768885602756403e-33,6.768885602756403e-33,2.552480200974279e-65,4.138452549007315e-34,3.804939430023769e-65,5.624579,7275.659590504013,0.00013742569479339016
0,2189485.0,6044.0,251.54384165097287,246.83514816700216,251.6961511236873,0.6633663366336634,0.9986212136968258,1.0,0.7531871932264046,0.18092207376011551,0.004955018995882919,2.484277705478611e-32,9.937110821914444e-33,4.937308574350458e-65,0.0,1.4811925723051372e-64,5.879896,7326.539198538677,0.0001364714637349779
0,1477014.0,4990.0,249.45280185188153,245.633844896913,250.49517138447902,0.6320261437908496,0.9983129549648194,1.0,0.7454068588719361,0.18455010130799931,0.006280962115015038,8.89112995817905e-33,8.89112995817905e-33,7.9052191933229e-65,7.046444654160769e-34,0.0,5.822694,7317.15098128235,0.000136646538525606
0,881799.0,3872.0,252.0914625555626,248.1083778890791,252.63387504666906,0.6096345514950167,0.9978081689554347,1.0,0.7391094732746509,0.18754255032420464,0.007394430404329051,2.0606515301199272e-33,2.2896128112443635e-34,1.5726980476242953e-67,0.0,0.0,5.315726,7492.6337204968495,0.0001334466077871894
0,1047484.0,4162.0,251.35030907763445,247.48269976474407,251.805644520159,0.6948738812042311,0.9980163229372903,1.0,0.7598941659412836,0.17785418838537545,0.0038543345484428576,7.743959152288775e-34,7.743959152288775e-34,5.996890335231706e-67,-4.807704400470836e-35,0.0,5.764978,7589.148852029597,0.00013174972184275426
0,851907.0,3736.0,250.46411222199356,246.37699037536552,251.2039383946818,0.7346938775510204,0.9978109012199922,1.0,0.7669875523128517,0.17466793128044886,0.0027311084400138226,0.0,0.0,0.0,0.0,0.0,5.8904653,8187.932795161593,0.00012211603453271067
0,2980176.0,7154.0,247.95717833592462,244.26101789364205,249.03354410950436,0.5857332742578644,0.9988008394793941,1.0,0.7317351294410945,0.1911122307317868,0.008746106957501923,0.0,0.0,0.0,0.0,0.0,6.2237053,7777.35928365209,0.0001285618166419385
0,556928.0,3048.0,251.00110985902066,246.93447746407426,251.49791816321738,0.6641221374045801,0.9972692419952978,1.0,0.7533191221206352,0.18086120049030868,0.004932996065017872,4.556640724793873e-33,4.556640724793873e-33,2.0762974694850036e-65,3.200369860934215e-34,0.0,5.7521734,7434.1487300243025,0.00013449630078842168
0,1337680.0,4748.0,250.65400524359822,246.94145815303162,251.39210533014307,0.6329896907216495,0.9982276846845839,1.0,0.7456597094850905,0.1844310049239479,0.006237017799479526,1.2112612314270453e-33,5.201298229069078e-33,1.2055028872118797e-65,4.017682369033841e-34,-5.011675441150376e-66,6.0252895,7242.706332960336,0.000138050875343993
0,1762970.0,5478.0,249.20910045542226,245.32857974455263,250.08264030772392,0.6066822977725674,0.9984482162982596,1.0,0.7382623661360831,0.18794898192633255,0.0075470420293671315,1.2113569923718639e-32,1.6127533922110616e-32,2.0090335501338576e-64,1.3113909947803133e-33,1.0223004979055483e-64,6.087212,7366.271573802137,0.00013573546054091164
0,1447160.0,4884.0,247.45947459358564,243.25661550491228,248.5432823397359,0.7078965758211041,0.9983147109932857,1.0,0.7623863350566903,0.17672798216276472,0.003455001901544726,3.7310325376022856e-33,9.616063241243003e-34,1.2975204091464953e-66,-1.5826303414768167e-35,-1.2782869253165015e-66,5.9150233,7133.168572840198,0.00014017050337260085
0,1821695.0,5472.0,248.48783432525454,244.9036515846838,250.08162914097232,0.7198492462311558,0.9984998070632394,1.0,0.7645279248691449,0.17576606768238734,0.003115932770751804,4.799529072390035e-32,1.139036311297432e-32,2.5205969678052265e-64,5.869072877725917e-34,8.59817848916301e-65,5.6548595,6989.032943812775,0.00014306084220749626
0,2534324.0,6630.0,249.05824599636486,245.7233369805372,250.43583634001587,0.564622641509434,0.9986932740656673,1.0,0.7245109332292585,0.19467969236240767,0.010122404840543943,1.0050823184250715e-32,1.094755090329167e-32,6.136584949019315e-65,1.0713615704170195e-33,9.706405767805241e-65,6.03029,6917.015325884709,0.0001445501278753116
0,1891954.0,5630.0,249.75754976302323,245.89515798801781,250.88036505133272,0.6502636203866432,0.9985138037862116,1.0,0.7500731979884245,0.1823651191660403,0.0054792589106663165,6.808224734741442e-33,2.6185479749005555e-33,1.0148054375346585e-65,-9.840610210711143e-35,4.388347837987711e-66,5.910676,7143.07599223096,0.0001399761146280471
0,1786116.0,5566.0,248.90222557154848,244.7808052946298,249.95905169935918,0.5646067415730337,0.9984437363743083,1.0,0.7244912103733329,0.19468952931015307,0.010126235045231167,1.3752818268556687e-32,1.3752818268556687e-32,1.8914001032794657e-64,1.3839350422032956e-33,0.0,5.9854393,7530.035598516583,0.00013278386311133276
0,1118260.0,4424.0,250.30812730613144,246.47836181293704,251.12143791719336,0.5471698113207547,0.9980249412524889,1.0,0.7179966500338696,0.1979581373443265,0.011409646363057484,1.8498732727358906e-33,1.3856597910870727e-32,5.629844228838136e-65,1.2116733640364272e-33,4.185866481355428e-65,5.844777,6902.67945284216,0.0001448502942280022
0,886920.0,3836.0,249.9502148132016,246.00064938921776,250.46730879645213,0.6827344434706398,0.9978410038263398,1.0,0.7574206046231952,0.17897931418091073,0.004255817126891372,0.0,0.0,0.0,0.0,0.0,5.793396,7054.0860756049215,0.0001417417150242575
0,1047501.0,4196.0,249.5829484307871,245.6832905589168,250.41753945965127,0.640625,0.9980001905487805,1.0,0.7476414157720599,0.18350038170210178,0.00589461230703928,3.097332314076463e-33,3.097332314076463e-33,9.593467463822257e-66,2.3780195831705756e-34,0.0,6.029473,7998.261597591055,0.00012501153860265628
0,1876176.0,5700.0,248.8180149247185,245.04472611909281,249.94033036551568,0.5678944474986256,0.9984827253679697,1.0,0.7256609096265293,0.19410705605444262,0.009899771432344754,9.451803421136081e-33,1.0502003801262312e-33,2.789948552860353e-66,-2.925787541724129e-35,1.7787907281993904e-66,6.062333,7222.755152606526,0.00013843215597349987
0,1610416.0,5216.0,247.39017129156633,243.214208883514,248.29103730925735,0.6261682242990654,0.9983825421180701,1.0,0.7438284329869074,0.18529539365397926,0.006556605131605358,1.3073072263223532e-32,6.581615691140123e-33,5.941242526904569e-65,4.015243277977571e-34,1.4046336142414954e-65,5.9380217,6265.938112941902,0.00015956755627359592
0,1459773.0,4932.0,249.99801104312303,246.4870785685484,251.2208611029275,0.6675675675675675,0.9983128624575993,1.0,0.7541349264364757,0.1804852535291446,0.004797148963701827,5.303662878158935e-33,5.892958753509928e-34,-1.0418088861170784e-66,-4.0815488965227804e-35,-0.0,5.8877506,7186.632736358697,0.00013912786541547847
0,780312.0,3596.0,250.9896898794157,247.1138497652582,251.46289881594282,0.6869728209934396,0.9976998149878982,1.0,0.7582960323941565,0.1785802772907931,0.00411313765947877,0.0,0.0,0.0,0.0,0.0,5.9070125,8270.164656959822,0.0001209019577622051
0,1444512.0,4904.0,248.30730931299559,244.5099578621147,249.62995312813936,0.6705241660993874,0.9983047274813144,1.0,0.7547968777397648,0.18018080385163524,0.00468734429884367,6.987258120411652e-34,7.763620133790725e-35,1.8082139274540215e-68,0.0,0.0,5.984953,7313.040325231976,0.00013672333697015588
0,1614086.0,5250.0,249.25152268663388,245.2693948876336,250.08437131710488,0.598904443091905,0.9983757156500354,1.0,0.735898517168201,0.18908807626524643,0.007976522807913887,5.794020759677487e-33,3.3605320406129426e-32,4.664218425936897e-64,2.746582135909007e-33,4.837355714060037e-65,6.0938187,6988.4852514081995,0.00014307205238018437
0,992610.0,4074.0,250.99475720883785,247.0877724580315,251.8394687143887,0.6563769293257514,0.9979510339336127,1.0,0.751530240834152,0.18168842747907035,0.005232906902039621,0.0,0.0,0.0,0.0,0.0,5.851539,7121.567774402656,0.00014039880443031185
1,3840208.0,8048.0,247.44699065460878,244.12699425417523,249.71095009679732,0.6306196840826246,0.9989529770958212,1.0,0.7450555885028269,0.18471568901128965,0.0063421079891377,5.4068476022750424e-33,1.66508455571792e-33,4.137583670606935e-66,-5.810690037630923e-35,-2.800158139316088e-66,5.3211875,6417.578119786127,0.00015579774544106055
1,9806003.0,12792.0,247.41292801412067,244.81917401138745,248.35203947008637,0.6626819126819127,0.9993480697892463,1.0,0.7530520312755928,0.18098446091304132,0.004977597314206432,4.985151095545533e-33,1.027911686072663e-32,-5.110671282208889e-65,-3.2681280255469657e-34,5.29381388766068e-65,5.6754923,6640.8366945589,0.00015056076293161743
1,6990858.0,10638.0,245.06173109383158,247.24598889437846,251.27415237610353,0.8055649813369529,0.9992395848133081,1.0,0.7762835312757461,0.17058045664781063,0.0013199144123978183,2.2158957291737704e-33,1.736783139082145e-33,3.2890049600563924e-66,-4.56919588112571e-35,-8.895018866891881e-67,5.3805966,6801.734113747347,0.0001469997185365725
1,4203680.0,8328.0,248.5003673016987,245.22068355740484,250.1778801109985,0.7038854805725971,0.9990101821716342,1.0,0.7616546178050979,0.17705787944531134,0.003571714895892647,6.189778772287962e-34,4.80898196923911e-33,6.431657151826731e-66,2.817120098416179e-34,-5.24144918400543e-66,4.950779,6099.322928849002,0.00016392574813882488
1,9259478.0,12618.0,250.45286500454125,244.97437583656054,248.9481885774558,0.5828944068221721,0.9993190001757001,1.0,0.7308282424061431,0.1915561996763388,0.008915999856663612,2.93830906413445e-33,2.1743487074594923e-32,1.6453684179612577e-64,1.9532379800170103e-33,5.5973745525808214e-65,5.213864,5952.885670425874,0.0001679575415710781
1,7765923.0,11512.0,251.07087912314515,244.68557332235386,248.99455076036062,0.6003335186214563,0.9992592335247977,1.0,0.7363789787815455,0.1888559586971611,0.007888795357646037,8.63822328228095e-33,1.2036868508096405e-32,1.1977927936238413e-64,9.68480009542922e-34,2.6791414235416915e-65,4.9918027,6226.1206831785385,0.0001605878624933868
1,2683830.0,6722.0,247.39285470484373,244.30203742533885,249.5396279543103,0.6357003891050583,0.9987488798716281,1.0,0.746393503821633,0.18408583380219065,0.006109816428869981,2.3340402722411752e-32,8.977077970158367e-33,1.1927013474580794e-64,4.210176750058499e-34,-5.1576274484673725e-65,5.1010203,5663.370189507644,0.0001765421338196333
1,3103101.0,7100.0,249.6229872372408,244.26042809493558,249.4028812102934,0.7813440320962889,0.9988569688526426,1.0,0.7735512243560515,0.17177166754589468,0.0017277279937195913,9.774914666857539e-34,1.0861016296508377e-34,3.538850249790616e-68,0.0,0.0,5.145812,6222.511764790655,0.0001606809849155379
1,5147160.0,9356.0,249.78621017483184,245.24582638109857,249.94630537657488,0.608800275008594,0.9990917806243557,1.0,0.7389194635990558,0.18763363356362212,0.007428602666509852,0.0,0.0,0.0,0.0,0.0,4.8728895,5631.0379110079,0.00017755562299136613
1,4069592.0,8226.0,248.4863426393783,244.5895491614535,249.24829822045038,0.6748066748066748,0.998990108760917,1.0,0.7557589945401391,0.1797392506832789,0.0045284204584088205,2.7995979526270776e-34,6.998994881567693e-33,-2.7432120437238025e-66,2.8259228311293166e-34,9.405298435624465e-66,5.169389,5678.121259789163,0.00017608357952848588
1,4031680.0,8128.0,248.6150324539877,244.4474886806984,249.54075195525687,0.7339019189765459,0.9989927510286205,1.0,0.7668819719638889,0.17471492446490458,0.0027475270529995497,4.987336504031155e-33,2.6403546197811997e-33,8.830531856386569e-66,-8.303945666656897e-35,3.7181186763732927e-66,5.013448,6024.092446716479,0.0001659725570758627
1,6649587.0,10536.0,248.46039568643633,243.74549294944362,248.28392205370872,0.6614123581336696,0.9992082473309716,1.0,0.7527538971350565,0.18112215089448414,0.0050274557668664975,6.403403657369689e-33,7.114892952632988e-34,-1.1991685807307838e-66,-4.772092131162963e-35,-9.318238740183704e-67,5.2206297,5653.009882689476,0.00017686562647540406
1,6315072.0,10334.0,247.6936173156494,244.65230634233075,249.29991848983636,0.6234296482412061,0.9991823095325494,1.0,0.7431068352292048,0.18563716824342358,0.006683380455659369,6.372185966225454e-33,6.372185966225454e-33,4.060475398816061e-65,5.209385944728318e-34,0.0,4.9202867,5632.088798886546,0.00017752249888154846
1,6653325.0,10460.0,245.25323718218854,244.72409804876315,249.52104223345899,0.7176625082074852,0.9992143942320226,1.0,0.7641616407015458,0.17593020532340345,0.003173659367357121,1.8600218739024364e-33,4.793870809026899e-34,3.224721609856394e-67,-7.561788272474704e-36,3.176920719402423e-67,5.105625,5469.603280324478,0.00018279519620744406
